doc_id,table_id,row_index,ColumnA,ColumnB,ColumnC
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,1,Activities,Responsible organizations,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,2,Preparatory Phase and initial introduction of the new regimen,,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,3,"Advocacy • To present latest international evidence, trial results etc. to MoH and NTP, regulatory authorities, donors, technical partners, civil society and patient organizations",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,4,"Policy documents and regulatory framework • Drug registration, local requirements for the use of new drugs and/or new treatment regimens, update of national treatment guidelines, national strategic plan for TB, the essential medicines list, etc.",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,5,Needs assessment for introduction and scale-up plan • Conduct situational assessment to identify the needs for programmatic introduction and national scale-up. The results will help NTP and partners in preparation and planning towards the regimen implementation and national scale-up.,,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,6,"Development of initial adopting site and national scale-up plan (e.g. activities, timelines, budget) • Design the introduction approach highlighting the activities and timelines for the selected initial adopting sites with a budget plan to support training, supportive supervision, dissemination of lessons learned and best practice, etc. The lessons learned and best practices identified will support NTP and partners towards a nationwide programmatic scale-up of the new regimen",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,7,"Access to diagnostics • Access to necessary diagnostics (e.g. DST capacity for FQ, bedaquiline, linezolid, delamanid and/or pretomanid ; new generation sequencing), specimen transportation, link with treatment (e.g. reporting of test results via diagnostic connectivity system, clinical interpretation of test results, use of data including that obtained via the diagnostic connectivity network for estimation of drug/regimen needs)",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,8,"Drug quantification, procurement and supply chain Estimation of needs for drugs and consumables, adjustment of drug procurement plans and estimation of needs for laboratory consumables Ensure an uninterrupted supply of TB drugs and consumable through proper quantification and quarterly monitoring, with an early warning system Revision of indications for different regimens for TB patients (adults and children) and estimation of number of patients for different regimens",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,9,"National policy/guideline documents, clinical protocols, SOP and job aids updated for introduction of the new regimen • Updating of national policy/guideline documents, development of clinical protocols, SOPs, and job aids for the introduction of new regimen, including algorithm for safety monitoring",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,10,Recording and reporting • Revision of recording and reporting forms to include the new regimen,,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,11,"Capacity-building • Establish training plans, supportive supervision, mentoring for clinical staff and treatment supporters for all staff involved",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,12,"Digital health solutions • Introduction of innovative treatment adherence support technologies, use of digital health tools for blended learning (e.g. webinars, video-instructions, job aids, digital patient support tools). Scaling up utilization of existing diagnostic connectivity for notification and data extraction/analyses",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,13,"Monitoring • Monitoring of adherence to protocols, analysis of patient enrolment progress and interim treatment outcomes, drug safety, adjustment of Policy/Guideline documents, clinical protocols and drug forecasting as needed",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,14,Nationwide scale-up,,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,15,"Advocacy (dissemination of lessons learned from early introduction) • Sharing results of initial adopting sites and updates on latest international evidence, updated guidelines, trial results etc. with MoH/NTP, regulatory authorities, donors, technical partners, civil society and patient organizations",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,16,"Updating national scale-up plan • Update national scale-up plan as required based on results from initial adopting sites (e.g. activities, timelines, budget), sharing data in international forums",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,17,"Re-estimation of needs for drugs and consumables • Re-estimation of number of patients for the different regimens; adjustment of drug procurement plan as required, and re-estimation of needs for laboratory consumables",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,18,"Adjustment of National policy/Guideline documents, clinical protocols and SOP • Adjustment of National Policy/Guidelines, adjustment of clinical protocols, SOPs and job aids as required based on the experiences in the initial adopting sites",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,19,Capacity-building • Cascade trainings (blended trainings) for all regions / laboratories involved,,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,20,"Ongoing capacity-building and monitoring of the clinical care quality • Regular supportive supervision visits, clinical mentoring, distant virtual consultations, experience sharing visits including to laboratory facilities",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,21,"Digital health solutions • Expanding access to innovative treatment support technologies, use of digital health for blended learning (e.g. webinars, video-instructions, job aids)",,
WHO_TB_handbook_module4_treatment_2025,Table 2.9.1.,22,"Monitoring • Regular data collection and analysis (enrolment progress, cohort analysis) and reassessment of needs for drugs and consumables, adjustment of procurement plan if needed. Sharing data in national and international forums (e.g. publications, conferences) and contributing to global policy update",,
